gameid,visid,homeid,visname,homename,date,location,stadium,start,end,leaguegame,nitegame,schednote,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,hasball,down,togo,spot,context,playid,tokens,desc,newcontext,type,clock,first,ob,turnover,score,vscore,hscore,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,CC35,"V,1,10,V35","0,1,0","SPOT:V,V35,N",CC ball on CC35.,"V,1,10,V35",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,CC35,"V,1,10,V35","0,2,1",Q:1 T:00:00,"Start of 1st quarter, clock 00:00.","V,1,10,V35",#,00:00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,CC35,"V,1,10,V35","0,3,3","SPOT:H,H35,N",PW ball on PW35.,"H,1,10,H35",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,PW35,"H,1,10,H35","0,4,4","KO:11,V05 RET:1,V30 TACK:20","D. Panczyszyn kickoff 60 yards to the CC5, Q. Pounds return 25 yards to the CC30 (K. Rokicinski).","V,1,10,V30",K,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,CC30,"V,1,10,V30","1,1,5","RUSH:9,V33, TACK:5",C. Ezeala rush for 3 yards to the CC33 (G. Zec).,"V,2,7,V33",R,NA,NA,NA,NA,NA,NA,NA,1,V,CC,"KO,1,00:00,30","PUNT,1,00:00,33",3,3,0:00,KO,1,00:00,CC30,PUNT,1,00:00,CC33,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,2,7,CC33,"V,2,7,V33","1,2,6","RUSH:9,V33, TACK:4",C. Ezeala rush for no gain to the CC33 (W. Lloyd).,"V,3,7,V33",R,NA,NA,NA,NA,NA,NA,NA,1,V,CC,"KO,1,00:00,30","PUNT,1,00:00,33",3,3,0:00,KO,1,00:00,CC30,PUNT,1,00:00,CC33,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,3,7,CC33,"V,3,7,V33","1,3,7","PASS:7,I,10,*",D. Farley pass incomplete to J. Schlesinger.,"V,4,7,V33",P,NA,NA,NA,NA,NA,NA,NA,1,V,CC,"KO,1,00:00,30","PUNT,1,00:00,33",3,3,0:00,KO,1,00:00,CC30,PUNT,1,00:00,CC33,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,4,7,CC33,"V,4,7,V33","1,4,8","PUNT:9,H24 RET:1,H38","C. Ezeala punt 43 yards to the PW24, D. Robinson return 14 yards to the PW38.","H,1,10,H38",U,NA,NA,NA,NA,NA,NA,NA,1,V,CC,"KO,1,00:00,30","PUNT,1,00:00,33",3,3,0:00,KO,1,00:00,CC30,PUNT,1,00:00,CC33,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,PW38,"H,1,10,H38","2,1,9","PASS:2,S,*,H29 SACK:44",L. O'Connor sacked for loss of 9 yards to the PW29 (M. Kensy).,"H,2,19,H29",P,NA,NA,NA,NA,NA,NA,NA,2,H,PW,"PUNT,1,00:00,38","DOWNS,1,00:00,99",13,61,0:00,PUNT,1,00:00,PW38,DOWNS,1,00:00,CC01,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,19,PW29,"H,2,19,H29","2,2,10","PASS:2,I,16,*",L. O'Connor pass incomplete to W. Zieba.,"H,3,19,H29",P,NA,NA,NA,NA,NA,NA,NA,2,H,PW,"PUNT,1,00:00,38","DOWNS,1,00:00,99",13,61,0:00,PUNT,1,00:00,PW38,DOWNS,1,00:00,CC01,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,3,19,PW29,"H,3,19,H29","2,3,11","PASS:2,C,82,H50 OB:","L. O'Connor pass complete to P. Banat for 21 yards to the 50 yardline, 1ST DOWN PW, out-of-bounds.","H,1,10,H50",P,NA,P,Y,NA,NA,NA,NA,2,H,PW,"PUNT,1,00:00,38","DOWNS,1,00:00,99",13,61,0:00,PUNT,1,00:00,PW38,DOWNS,1,00:00,CC01,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,PW50,"H,1,10,H50","2,4,12","RUSH:24,V48,",M. Herndon rush for 2 yards to the CC48.,"H,2,8,V48",R,NA,NA,NA,NA,NA,NA,NA,2,H,PW,"PUNT,1,00:00,38","DOWNS,1,00:00,99",13,61,0:00,PUNT,1,00:00,PW38,DOWNS,1,00:00,CC01,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,8,CC48,"H,2,8,V48","2,5,13","PASS:2,C,23,V42 TACK:99",L. O'Connor pass complete to J. Mazan for 6 yards to the CC42 (J. De Souza B.).,"H,3,2,V42",P,NA,NA,NA,NA,NA,NA,NA,2,H,PW,"PUNT,1,00:00,38","DOWNS,1,00:00,99",13,61,0:00,PUNT,1,00:00,PW38,DOWNS,1,00:00,CC01,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,3,2,CC42,"H,3,2,V42","2,6,14","RUSH:24,V35, TACK:48","M. Herndon rush for 7 yards to the CC35, 1ST DOWN PW (K. Bongaerts).","H,1,10,V35",R,NA,R,NA,NA,NA,NA,NA,2,H,PW,"PUNT,1,00:00,38","DOWNS,1,00:00,99",13,61,0:00,PUNT,1,00:00,PW38,DOWNS,1,00:00,CC01,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,CC35,"H,1,10,V35","2,7,15","PASS:2,C,23,V19 OB:","L. O'Connor pass complete to J. Mazan for 16 yards to the CC19, 1ST DOWN PW, out-of-bounds.","H,1,10,V19",P,NA,P,Y,NA,NA,NA,NA,2,H,PW,"PUNT,1,00:00,38","DOWNS,1,00:00,99",13,61,0:00,PUNT,1,00:00,PW38,DOWNS,1,00:00,CC01,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,CC19,"H,1,10,V19","2,8,16","PASS:2,I,23,*",L. O'Connor pass incomplete to J. Mazan.,"H,2,10,V19",P,NA,NA,NA,NA,NA,NA,NA,2,H,PW,"PUNT,1,00:00,38","DOWNS,1,00:00,99",13,61,0:00,PUNT,1,00:00,PW38,DOWNS,1,00:00,CC01,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,10,CC19,"H,2,10,V19","2,9,17","PASS:2,C,24,V09 TACK:20","L. O'Connor pass complete to M. Herndon for 10 yards to the CC9, 1ST DOWN PW (J. Seibel).","H,1,0,V09",P,NA,P,NA,NA,NA,NA,NA,2,H,PW,"PUNT,1,00:00,38","DOWNS,1,00:00,99",13,61,0:00,PUNT,1,00:00,PW38,DOWNS,1,00:00,CC01,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,CC09,"H,1,0,V09","2,10,18","RUSH:24,V10, TACK:TM",M. Herndon rush for loss of 1 yard to the CC10 (TEAM).,"H,2,0,V10",R,NA,NA,NA,NA,NA,NA,NA,2,H,PW,"PUNT,1,00:00,38","DOWNS,1,00:00,99",13,61,0:00,PUNT,1,00:00,PW38,DOWNS,1,00:00,CC01,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,0,CC10,"H,2,0,V10","2,11,19","PASS:2,I,16,*",L. O'Connor pass incomplete to W. Zieba.,"H,3,0,V10",P,NA,NA,NA,NA,NA,NA,NA,2,H,PW,"PUNT,1,00:00,38","DOWNS,1,00:00,99",13,61,0:00,PUNT,1,00:00,PW38,DOWNS,1,00:00,CC01,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,3,0,CC10,"H,3,0,V10","2,12,20","PASS:2,C,82,V03 TACK:23",L. O'Connor pass complete to P. Banat for 7 yards to the CC3 (T. Janssen).,"H,4,0,V03",P,NA,NA,NA,NA,NA,NA,NA,2,H,PW,"PUNT,1,00:00,38","DOWNS,1,00:00,99",13,61,0:00,PUNT,1,00:00,PW38,DOWNS,1,00:00,CC01,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,4,0,CC03,"H,4,0,V03","2,13,21","RUSH:25,V01, TACK:TM",P. Pasqualini rush for 2 yards to the CC1 (TEAM).,"V,1,10,V01",R,NA,NA,NA,NA,NA,NA,NA,2,H,PW,"PUNT,1,00:00,38","DOWNS,1,00:00,99",13,61,0:00,PUNT,1,00:00,PW38,DOWNS,1,00:00,CC01,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,CC01,"V,1,10,V01","3,1,22","RUSH:7,V03, TACK:TM",D. Farley rush for 2 yards to the CC3 (TEAM).,"V,2,8,V03",R,NA,NA,NA,NA,NA,NA,NA,3,V,CC,"DOWNS,1,00:00,1","INT,1,00:00,40",6,39,0:00,DOWNS,1,00:00,CC01,INT,1,00:00,CC40,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,2,8,CC03,"V,2,8,V03","3,2,23","RUSH:28,V25, TACK:19","M. London rush for 22 yards to the CC25, 1ST DOWN CC (D. Piatkowski).","V,1,10,V25",R,NA,R,NA,NA,NA,NA,NA,3,V,CC,"DOWNS,1,00:00,1","INT,1,00:00,40",6,39,0:00,DOWNS,1,00:00,CC01,INT,1,00:00,CC40,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,CC25,"V,1,10,V25","3,3,24","RUSH:28,V26, TACK:94",M. London rush for 1 yard to the CC26 (K. Brauns).,"V,2,9,V26",R,NA,NA,NA,NA,NA,NA,NA,3,V,CC,"DOWNS,1,00:00,1","INT,1,00:00,40",6,39,0:00,DOWNS,1,00:00,CC01,INT,1,00:00,CC40,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,2,9,CC26,"V,2,9,V26","3,4,25","PASS:7,I,TM,*",D. Farley pass incomplete.,"V,3,9,V26",P,NA,NA,NA,NA,NA,NA,NA,3,V,CC,"DOWNS,1,00:00,1","INT,1,00:00,40",6,39,0:00,DOWNS,1,00:00,CC01,INT,1,00:00,CC40,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,3,9,CC26,"V,3,9,V26","3,5,26","PASS:7,B,TM,* BRUP:99 PEN:H,RP,A,92,V41,1 NOPLAY:","D. Farley pass incomplete (R. Rosolek), PENALTY PW roughing passer (A. Brudny) 15 yards to the CC41, 1ST DOWN CC, NO PLAY.","V,1,10,V41",E,NA,E,NA,NA,NA,NA,NA,3,V,CC,"DOWNS,1,00:00,1","INT,1,00:00,40",6,39,0:00,DOWNS,1,00:00,CC01,INT,1,00:00,CC40,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,CC41,"V,1,10,V41","3,6,27","PEN:V,FS,A,53,V36,N",PENALTY CC false start (53) 5 yards to the CC36.,"V,1,15,V36",E,NA,NA,NA,NA,NA,NA,NA,3,V,CC,"DOWNS,1,00:00,1","INT,1,00:00,40",6,39,0:00,DOWNS,1,00:00,CC01,INT,1,00:00,CC40,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,15,CC36,"V,1,15,V36","3,7,28","RUSH:9,V40, TACK:1,5",C. Ezeala rush for 4 yards to the CC40 (D. Robinson;G. Zec).,"V,2,11,V40",R,NA,NA,NA,NA,NA,NA,NA,3,V,CC,"DOWNS,1,00:00,1","INT,1,00:00,40",6,39,0:00,DOWNS,1,00:00,CC01,INT,1,00:00,CC40,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,2,11,CC40,"V,2,11,V40","3,8,29",TOUT:V T:00:00,"Timeout Cologne Centurions, clock 00:00.","V,2,11,V40",#,00:00,NA,NA,NA,NA,NA,NA,3,V,CC,"DOWNS,1,00:00,1","INT,1,00:00,40",6,39,0:00,DOWNS,1,00:00,CC01,INT,1,00:00,CC40,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,2,11,CC40,"V,2,11,V40","3,9,30","PASS:7,X,1,V49 RET:1,V18 TACK:1","D. Farley pass intercepted by D. Robinson at the CC49, D. Robinson return 31 yards to the CC18 (Q. Pounds).","H,1,10,V18",P,NA,NA,NA,I,NA,NA,NA,3,V,CC,"DOWNS,1,00:00,1","INT,1,00:00,40",6,39,0:00,DOWNS,1,00:00,CC01,INT,1,00:00,CC40,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,CC18,"H,1,10,V18","4,1,31","PASS:2,C,23,V00 T:00:00","L. O'Connor pass complete to J. Mazan for 18 yards to the CC0, 1ST DOWN PW, TOUCHDOWN, clock 00:00.","H,1,0,V03",P,00:00,P,NA,NA,Y,0,6,4,H,PW,"INT,1,00:00,82","TD,1,00:00,100",1,18,0:00,INT,1,00:00,CC18,TD,1,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,CC03,"H,1,0,V03","4,2,32","PAT:K,11,G",D. Panczyszyn kick attempt good.,"H,1,0,H35",X,NA,NA,NA,NA,Y,0,7,4,H,PW,"INT,1,00:00,82","TD,1,00:00,100",1,18,0:00,INT,1,00:00,CC18,TD,1,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,PW35,"H,1,0,H35","4,3,33","KO:11,V08 RET:1,V39 TACK:87","D. Panczyszyn kickoff 57 yards to the CC8, Q. Pounds return 31 yards to the CC39 (I. Maslanka).","V,1,10,V39",K,NA,NA,NA,NA,NA,NA,NA,4,H,PW,"INT,1,00:00,82","TD,1,00:00,100",1,18,0:00,INT,1,00:00,CC18,TD,1,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,CC39,"V,1,10,V39","5,1,34","PASS:7,X,1,V45 RET:1,V00 T:00:00","D. Farley pass intercepted by D. Robinson at the CC45, D. Robinson return 45 yards to the CC0, TOUCHDOWN, clock 00:00.","H,1,0,V03",P,00:00,NA,NA,I,Y,0,13,5,V,CC,"KO,1,00:00,39","INT,1,00:00,39",1,0,0:00,KO,1,00:00,CC39,INT,1,00:00,CC39,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,CC03,"H,1,0,V03","6,1,35","PEN:H,US,D",PENALTY PW US declined.,"H,1,0,V03",E,NA,NA,NA,NA,NA,NA,NA,6,H,PW,"INT,1,00:00,100","TD,1,00:00,100",0,0,0:00,INT,1,00:00,CC00,TD,1,00:00,CC00,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,CC03,"H,1,0,V03","6,2,36","PAT:K,11,G",D. Panczyszyn kick attempt good.,"H,1,0,H35",X,NA,NA,NA,NA,Y,0,14,6,H,PW,"INT,1,00:00,100","TD,1,00:00,100",0,0,0:00,INT,1,00:00,CC00,TD,1,00:00,CC00,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,PW35,"H,1,0,H35","6,3,37","SPOT:H,V20,N",PW ball on CC20.,"H,1,0,V20",NA,NA,NA,NA,NA,NA,NA,NA,6,H,PW,"INT,1,00:00,100","TD,1,00:00,100",0,0,0:00,INT,1,00:00,CC00,TD,1,00:00,CC00,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,CC20,"H,1,0,V20","6,4,38","SPOT:H,H20,N",PW ball on PW20.,"H,1,20,H20",NA,NA,NA,NA,NA,NA,NA,NA,6,H,PW,"INT,1,00:00,100","TD,1,00:00,100",0,0,0:00,INT,1,00:00,CC00,TD,1,00:00,CC00,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,20,PW20,"H,1,20,H20","6,5,39","KO:11,V23 RET:1,H23 TACK:31","D. Panczyszyn kickoff 57 yards to the CC23, Q. Pounds return 54 yards to the PW23 (S. Romanowski).","V,1,10,H23",K,NA,NA,NA,NA,NA,NA,NA,6,H,PW,"INT,1,00:00,100","TD,1,00:00,100",0,0,0:00,INT,1,00:00,CC00,TD,1,00:00,CC00,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,PW23,"V,1,10,H23","7,1,40","RUSH:23,H23, TACK:31",T. Janssen rush for no gain to the PW23 (S. Romanowski).,"V,2,10,H23",R,NA,NA,NA,NA,NA,NA,NA,7,V,CC,"KO,1,00:00,77","FGA,1,00:00,81",4,4,0:00,KO,1,00:00,PW23,FGA,1,00:00,PW19,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,2,10,PW23,"V,2,10,H23","7,2,41","RUSH:28,H20, TACK:56",M. London rush for 3 yards to the PW20 (K. Pawlak).,"V,3,7,H20",R,NA,NA,NA,NA,NA,NA,NA,7,V,CC,"KO,1,00:00,77","FGA,1,00:00,81",4,4,0:00,KO,1,00:00,PW23,FGA,1,00:00,PW19,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,3,7,PW20,"V,3,7,H20","7,3,42","PASS:12,C,28,H14 TACK:1",J. Weinreich pass complete to M. London for 6 yards to the PW14 (D. Robinson).,"V,4,1,H14",P,NA,NA,NA,NA,NA,NA,NA,7,V,CC,"KO,1,00:00,77","FGA,1,00:00,81",4,4,0:00,KO,1,00:00,PW23,FGA,1,00:00,PW19,1
